CRASH_ID,count
15095271,3
15122136,3
15125420,3
15015467,5
15036358,4
15172046,3
15066992,3
15114999,4
15119753,3
14995162,3
15002338,3
15049984,3
15134009,3
15049351,3
15067283,3
15134012,3
14993529,3
15086085,3
15102929,3
15107228,3
15118001,3
15080607,3
15131842,4
15010718,3
15094344,3
15117084,3
15143430,3
15082695,3
15093589,3
15031182,3
15052335,3
15081031,3
15083331,3
15041183,3
15083001,3
15125694,3
14989046,3
15022730,3
15078926,4
15108574,3
15142078,3
15015525,3
15089366,3
15103285,3
14990973,3
15017450,3
15041475,3
15068739,4
15019586,3
15020401,3
15039994,3
15093790,3
15138461,3
15026775,3
15133255,3
14999497,3
15092286,3
15134328,3
15145480,3
15015787,3
15085018,3
15123120,3
14996139,3
15067171,3
15068570,3
15112389,3
15143349,4
15012408,3
15025256,4
15048481,3
15072754,3
15107706,3
15114598,3
15119118,3
15002493,3
15024757,3
15032268,3
15100090,3
15129716,3
15134302,3
15013033,3
15051821,4
15110270,3
14994906,3
15028624,3
15034359,4
15094959,3
15098952,3
14993242,3
15008938,3
15118858,3
15004489,3
15017809,3
15038870,3
15054145,3
14990472,4
14993528,4
15002927,3
15029914,3
15115003,3
15125406,3
14992379,3
15017054,3
15025673,3
15037133,3
15047765,3
15081281,3
15088366,3
15125999,3
15136820,3
15139335,3
15145108,3
15004724,3
15140007,3
15005019,3
15010791,4
15120682,3
15121367,3
15135958,3
15140655,3
15139498,3
14995522,3
15041663,3
15120125,3
14996117,3
15106533,3
15010727,3
15120274,3
15031394,3
15699949,3
15083865,4
15092121,4
15092686,3
15090881,3
15082127,3
15005138,3
15052639,3
15089544,3
15134989,3
15009087,3
15023049,3
15046722,3
15090227,3
15049939,3
15087173,5
15130182,3
15068347,3
14990671,4
15007486,3
15013300,3
15032312,4
15047278,3
15087913,3
15024881,3
15055175,3
15090187,4
15120455,3
14994991,3
15037195,3
15096195,3
15098611,3
15113202,3
15124604,3
15129173,3
15134972,3
14997493,7
15011585,3
15017026,3
15023443,3
15015212,3
15082293,3
15089878,3
14989288,3
15000742,3
15032281,5
15043458,4
15054597,3
15103386,3
15105751,3
15143835,3
14992914,3
15004181,3
15017722,3
15022406,3
15073125,3
15024640,4
15111333,3
15131916,3
15144544,3
15088533,3
15089078,3
15111408,3
15006947,3
15011290,3
15026987,5
15052741,4
15091991,3
15140045,3
15020049,3
15041080,3
15069881,3
15080975,3
15105278,3
15106903,3
15007350,3
15025062,4
15054596,4
15097577,4
15126976,3
15021508,4
15052732,3
15053269,3
15133068,3
14993503,3
15017377,3
15068062,3
15079192,3
15085781,3
15108807,3
14999156,3
15019844,4
15029868,3
15048586,3
15033948,3
15123356,3
15003401,3
15053742,3
15037341,3
15105554,3
15143654,3
15002723,3
15013996,3
14990958,3
15046882,3
15053859,3
15081595,3
15134107,3
15141417,3
15022901,3
15045368,3
15052135,3
15091806,3
15026063,3
15083429,3
15119564,3
15120941,3
15126274,3
14991692,3
15043812,3
15070402,3
15085885,3
15002468,3
15072744,5
15111851,3
15132969,3
15138458,3
15088232,3
15129194,3
15131765,3
15008200,3
15030944,3
15050444,3
15123971,3
15083183,4
15086342,6
15133785,4
15105604,3
15140780,3
15091468,3
15115774,3
15093892,3
15107367,3
15129676,3
15134542,3
15016116,3
15048025,3
15070330,3
15101728,3
15123046,3
15032853,3
15077246,3
15081221,3
15092520,3
15130710,3
15122042,4
15030296,3
15043804,3
15043898,3
15132355,3
15107483,3
15083576,3
15115815,3
15010946,3
15011691,3
15103075,3
15136488,3
15039718,3
15046847,4
15078529,3
15084963,3
15101913,3
15120443,3
15131861,3
15025822,3
15054305,4
15107761,3
15119484,3
15137580,3
15144275,3
14990004,3
14996870,3
15011210,3
15106736,3
15139174,3
15142882,4
14991708,3
15020001,3
15068998,3
14991509,4
15021215,3
15068680,3
15100283,3
15128753,3
15002048,3
15026369,3
15034860,3
15089561,3
15095286,3
15109549,3
15112221,3
15009468,3
15018267,3
15118462,3
15122809,4
15003057,3
15011317,3
15021503,3
15062203,3
14989335,3
14993545,3
15001139,5
15100888,3
15078417,3
14996621,3
15032993,3
15117734,3
15015595,3
15042601,3
15089127,3
14994656,3
15132091,3
15009244,3
15102565,3
14991140,3
15007695,3
15131431,3
15072833,3
15116840,3
15129419,3
15131441,3
15006821,4
15047655,3
15087783,3
15101172,4
15106821,3
15117291,3
15124063,3
15080617,3
15127893,3
15133672,3
15024779,3
15087941,3
15109115,3
15000468,3
15003491,3
15034240,4
15080666,3
15127877,4
15033451,3
15039520,3
15095120,3
15121033,3
15128706,3
15052719,3
15140816,3
14993287,3
15114751,3
15120957,5
15089161,3
15091417,3
15138383,3
15045678,3
15108602,3
15118848,3
15006181,3
15032181,4
15053882,3
15091862,3
15107179,3
15120964,3
15138825,3
15027949,3
15126124,3
15077545,3
15030684,3
15081316,3
15082977,3
15087919,3
15097825,3
15097941,3
15097951,3
15125189,3
15132586,3
15144024,3
15085120,6
15118711,3
15145523,4
14988825,3
14996664,3
15021973,3
15032742,3
15096156,3
15006261,3
15012308,3
15071989,3
15105520,3
15108089,3
15135507,3
15141318,3
14993489,3
15000523,3
15000706,3
15006884,3
15027287,3
15045892,3
15078194,3
15038935,3
15040340,3
15100212,3
15132497,3
15016404,3
15040553,3
15043123,3
15088336,3
15105367,3
15117746,4
15136624,3
14993590,3
15022611,3
15088781,3
15128281,3
15129279,3
14990212,3
15010491,3
15120904,3
15132053,3
15141274,3
15051934,4
14998006,3
15009780,3
15031079,4
15032639,3
15055150,3
15001322,4
15012001,4
15034690,3
15039568,3
15084153,3
15055130,3
15070158,3
15017130,3
15080441,3
15089939,3
15105097,3
15001261,3
15013010,3
15020886,3
15033372,3
15069282,3
15140551,3
14996972,3
15006409,3
15008035,3
15108179,3
15112399,3
15139579,3
14994109,3
15028558,3
15038046,4
15118511,3
15034633,3
15120169,3
15135082,3
14991149,4
15003802,3
15026232,3
15050309,3
15088801,3
14992019,3
15018126,3
15126878,3
15018908,3
15131538,4
14999281,3
15022592,3
15051476,4
15130098,3
15134640,3
14992892,3
15026835,3
15028662,3
15094770,3
15124769,3
15126073,3
15131478,3
15013797,4
15123877,3
14997836,3
15013947,3
15085435,3
15112899,5
15145585,3
15015483,3
15037269,3
15052232,3
15113422,3
15142967,4
15007285,3
15022946,3
14995499,3
15093124,3
15076596,3
15082327,3
14997835,3
15034028,3
15054044,3
15106076,3
15106106,3
15133510,4
15022022,3
15109117,3
15088249,3
15091760,3
15030763,3
15110671,3
15121746,3
15144994,3
15048421,3
15098848,3
15103404,3
15118362,3
15124067,3
15008495,3
15016567,3
15067421,3
15135977,3
15141340,3
15129247,3
15005531,3
15016691,3
15047576,3
15072370,5
15093742,3
15115969,3
15088420,3
15103465,3
15142370,3
15014487,3
15044902,3
14989050,3
15043956,3
15050376,3
15052760,3
15193601,3
14993211,3
14994355,5
15033841,3
15092996,3
15070636,4
15140625,3
15030971,3
15082202,3
15090129,3
15126502,3
15139101,3
15172182,3
15194834,3
15245121,3
15164265,3
15251838,3
15197935,3
15204929,3
15280745,3
15145995,3
15163255,3
15174530,3
15229012,4
15253129,3
15262299,3
15278041,3
15156770,3
15184196,3
15235004,3
15245882,3
15272966,3
15304466,3
15279654,4
15311562,3
15219047,3
15220694,3
15250227,3
15267682,3
15186339,3
15233049,3
15306248,3
15313236,3
15162156,5
15181558,4
15198932,3
15169310,3
15197995,4
15199572,5
15260134,4
15291966,4
15146045,3
15191234,4
15243000,3
15271730,3
15275266,3
15157152,3
15182807,3
15263153,3
15151769,3
15174496,3
15194027,3
15246730,4
15311900,3
15165770,3
15205324,3
15226748,3
15239036,3
15240303,3
15274921,3
15312248,3
15185057,4
15214476,3
15245375,3
15231664,3
15243503,4
15248525,3
15279375,3
15294788,3
15308553,3
15151120,3
15241581,3
15267835,3
15283003,3
15149825,3
15157226,3
15221039,3
15221819,3
15244826,3
15257925,3
15264088,4
15264569,3
15196585,3
15214008,3
15260079,3
15164736,3
15179657,4
15187322,3
15285437,3
15286792,3
15163127,3
15176608,3
15219958,3
15250929,3
15262395,3
15273610,3
15289496,3
15239473,3
15191125,3
15199543,3
15208571,3
15260785,3
15267097,3
15185608,4
15199247,3
15203198,3
15206730,3
15220887,4
15230497,3
15243552,3
15184584,3
15222040,4
15254286,3
15282225,3
15297779,3
15176636,3
15221410,3
15233633,3
15249915,3
15272126,5
15159097,4
15200036,3
15224248,3
15246820,3
15250555,3
15160918,4
15178709,3
15190968,3
15192466,3
15242203,3
15260459,3
15261457,4
15275623,4
15303621,3
15158766,3
15189594,3
15194415,3
15226775,3
15270448,4
15295389,3
15298579,3
15299963,4
15276769,5
15168920,3
15184951,3
15226695,3
15248091,3
15253743,3
15291953,3
15217146,3
15244418,3
15146345,3
15185351,3
15190239,3
15209252,3
15228173,3
15231977,3
15183643,5
15234896,3
15247998,3
15298337,3
15301280,3
15159219,3
15169126,3
15219054,3
15244372,3
15255700,3
15269585,3
15311483,3
15264305,3
15273620,3
15282149,3
15257323,3
15260757,3
15285840,3
15166770,3
15169106,3
15195172,3
15198472,3
15158692,4
15163003,3
15262408,3
15284676,3
15147506,3
15148468,3
15162662,4
15194646,3
15214583,3
15266599,5
15273972,3
15287457,3
15283623,3
15287717,3
15172136,3
15187353,3
15252725,3
15284865,3
15184727,3
15187401,3
15187551,3
15296982,3
15308009,3
15191786,6
15192969,4
15261772,3
15262945,3
15268912,3
15290673,3
15290772,3
15303013,3
15157478,3
15177611,3
15226001,3
15252880,3
15275784,3
15256862,3
15146436,3
15176499,3
15185096,3
15187616,3
15205765,3
15247627,3
15250704,3
15293967,4
15162213,4
15192121,3
15200558,3
15264293,3
15300569,3
15150380,3
15168511,3
15195733,3
15252844,3
15262977,3
15154572,5
15166425,3
15244259,3
15199806,3
15296659,3
15167841,3
15270442,3
15273499,3
15192049,6
15199179,3
15220048,3
15147836,3
15149069,3
15201917,3
15193446,3
15260366,3
15295406,4
15179987,3
15246949,3
15151268,3
15239699,3
15153476,3
15178682,3
15187999,3
15232807,3
15240374,4
15247229,3
15213072,3
15242266,4
15271924,4
15273664,3
15302841,3
15251035,4
15271101,4
15275900,3
15221962,3
15275371,3
15150619,3
15165673,3
15313109,3
15174956,3
15193144,3
15195811,3
15171851,3
15175145,3
15191683,3
15219720,3
15254928,4
15173646,3
15234587,3
15259996,3
15262153,3
15286197,3
15274539,3
15275937,3
15280260,3
15223632,3
15225864,3
15310941,3
15277659,3
15191180,4
15224760,4
15271190,4
15306091,4
15156314,3
15175038,3
15238662,3
15273759,3
15208466,3
15226740,3
15312361,3
15180749,3
15263984,3
15146445,4
15161022,3
15328078,3
15190243,3
15253680,3
15270566,3
15231387,3
15249293,3
15252954,3
15247018,3
15269598,3
15214481,3
15223553,3
15251085,3
15263647,3
15271576,3
15279866,3
15165899,3
15170541,3
15179738,3
15208060,3
15222247,4
15178599,3
15202813,3
15219742,3
15223621,3
15253338,3
15292692,6
15341465,3
15168527,3
15172438,3
15198524,3
15289011,3
15309252,3
15293042,3
15155260,4
15193762,4
15260924,4
15179083,3
15216324,3
15220081,3
15260833,3
15263142,3
15268819,4
15271643,3
15188123,3
15192560,3
15267079,3
15152582,3
15175478,3
15184455,3
15191306,4
15201016,3
15242357,5
15290315,3
15216784,3
15165986,3
15242388,3
15260136,3
15220158,3
15262270,3
15262540,4
15313036,3
15154204,3
15167848,3
15188234,3
15224304,3
15224426,3
15254714,3
15175217,3
15206142,3
15293254,3
15297747,6
15147701,3
15175390,3
15175865,3
15213962,5
15221926,3
15196997,3
15208992,4
15224463,3
15280567,3
15306983,3
15187178,3
15188514,4
15223584,3
15228614,3
15246699,4
15303072,3
15191513,3
15215108,3
15167875,3
15225689,3
15235489,3
15272177,3
15166183,3
15171090,4
15184695,3
15201759,3
15206360,3
15308756,4
15215138,3
15159244,3
15232301,4
15234910,3
15241908,3
15249306,3
15283945,3
15183587,3
15199585,4
15196082,4
15245288,3
15298815,3
15187592,3
15310177,3
15193649,3
15263764,3
15173474,3
15216953,4
15249886,3
15253009,3
15187193,3
15234324,3
15158893,3
15162380,3
15206776,3
15235820,3
15240807,3
15216351,3
15227102,4
15274729,3
15153114,3
15243475,3
15293741,3
15295834,3
15305422,3
15181006,3
15185229,3
15198142,3
15216678,4
15272552,3
15290297,3
15151824,3
15169781,3
15249944,3
15271111,3
15190064,4
15237665,4
15243454,3
15282189,3
15293759,5
15147933,3
15176432,3
15236552,3
15251924,3
15255400,3
15256059,3
15264806,3
15268576,4
15152433,3
15176454,3
15249824,4
15275237,3
15162747,3
15168880,3
15232562,3
15240404,3
15253874,3
15273372,3
15169460,3
15275192,3
15177401,3
15182932,3
15247133,3
15158129,3
15177161,3
15212349,3
15215942,4
15218502,3
15150947,3
15172603,3
15176201,3
15176293,3
15195832,3
15210481,3
15245789,3
15251391,3
15184665,3
15191055,3
15243164,3
15300307,4
15206929,3
15245473,3
15256943,3
15275058,3
15282478,3
15306020,4
15214460,5
15227770,3
15171409,3
15182826,3
15182957,3
15250639,3
15216224,3
15250780,3
15291760,3
15300565,3
15198632,4
15251091,3
15149737,3
15164125,5
15187721,3
15244902,3
15247832,5
15255445,3
15180496,4
15251636,3
15257759,3
15298444,3
15312790,4
15150173,3
15150553,3
15157319,3
15229042,3
15188279,5
15248033,3
15275712,4
15283790,3
15218930,3
15281828,4
15175730,3
15239758,3
15248716,3
15257393,3
15270186,3
15282794,3
15178191,3
15191637,3
15202335,3
15211720,3
15159664,3
15228787,3
15288328,3
15240525,3
15248825,3
15273065,3
15190843,3
15302860,4
15146562,3
15191488,3
15244392,3
15251223,3
15255679,3
15296515,3
15153427,4
15163848,3
15169513,3
15173095,3
15202052,3
15256374,3
15293275,3
15178039,3
15222835,3
15229398,3
15245570,3
15319683,3
15171793,3
15238833,4
15248973,3
15271529,3
15291772,3
15284125,3
15225426,3
15237671,3
15291692,4
15211079,3
15150259,3
15172640,3
15181936,3
15195092,3
15210729,3
15267032,3
15271258,3
15149783,3
15168666,4
15213749,3
15168257,3
15188510,3
15260793,4
15293309,3
15166589,3
15213997,3
15254074,3
15270141,4
15306921,3
15146426,3
15162119,3
15198245,3
15146586,3
15148010,4
15186568,4
15226260,3
15255554,4
15302156,3
15241191,3
15254521,3
15265352,3
15302423,3
15306893,3
15186691,3
15227955,4
15235476,3
15267275,3
15270472,3
15273506,3
15149738,4
15229877,3
15230887,4
15248647,3
15268374,3
15272813,3
15242664,3
15272999,3
15235244,3
15237524,3
15259964,3
15292934,4
15171414,3
15180668,3
15234555,3
15246496,3
15258548,3
15273215,3
15159000,3
15173018,3
15151610,3
15242363,3
15163440,3
15169200,3
15247506,3
15261928,4
15270717,3
15149076,3
15298500,3
15227504,3
15269690,3
15159752,3
15212639,3
15244954,3
15253649,3
15156586,3
15210163,3
15221800,3
15255553,3
15273463,3
15294920,3
15188721,3
15219151,3
15283663,3
15192754,3
15210312,4
15249059,3
15299425,4
15313003,3
15183654,3
15230025,3
15175351,4
15196775,3
15201851,3
15202619,3
15211096,3
15246384,3
15259584,3
15260959,3
15207904,3
15306745,3
15173493,3
15278805,3
15223111,4
15252024,5
15175906,3
15176360,3
15237040,3
15251715,3
15263903,3
15159166,3
15194784,4
15216835,4
15228032,3
15228430,3
15151553,3
15177190,4
15179535,3
15260365,5
15263407,3
15202438,4
15255802,4
15172354,4
15183540,3
15223746,3
15243428,3
15294375,4
15197696,3
15267028,4
15275772,3
15276478,3
15174202,3
15173662,3
15190319,3
15243457,3
15185326,3
15206509,3
15260302,4
15267563,3
15176663,3
15232473,3
15242671,3
15259744,3
15282519,4
15287229,6
15156906,4
15160310,3
15199245,3
15218584,3
15222628,3
15236565,4
15699967,3
15163145,3
15274828,3
15179809,3
15277672,3
15150197,3
15166972,3
15158502,3
15164454,3
15196226,3
15236405,3
15245154,3
15289811,3
15207070,4
15189564,3
15206291,3
15253074,3
15269915,3
15281637,3
15198733,3
15211759,3
15186500,3
15197838,3
15302674,4
15307825,4
15406722,3
15150023,3
15152053,4
15222994,3
15228811,3
15269167,3
15171670,3
15175574,3
15206778,3
15209348,4
15222339,3
15262357,3
15195507,3
15245012,3
15231863,3
15248243,4
15273683,3
15299787,4
15192640,3
15251656,3
15298142,3
15159089,3
15173529,3
15175754,4
15200061,3
15222463,3
15245174,3
15151379,3
15162926,3
15199303,4
15221852,3
15257283,3
15159144,3
15160167,3
15185501,3
15223852,3
15227037,3
15237749,3
15251430,3
15266780,3
15270081,3
15146770,9
15155977,3
15184342,3
15212793,3
15219375,3
15224914,3
15153652,3
15217843,3
15233848,3
15240362,5
15257019,3
15267316,3
15299661,3
15169110,3
15169135,3
15196466,4
15214186,3
15305163,3
15200320,3
15159549,3
15238523,3
15261683,4
15328208,3
15178037,3
15250901,4
15354110,3
15376302,3
15467584,3
15319907,3
15326787,3
15356821,3
15437061,3
15543068,3
15383553,3
15410811,3
15313576,3
15334801,4
15352906,3
